X,Y,Name,country,provincia,concello,LUGAR_E_PARROQUIA
-8.3942091,42.0748294,Ponte do Mouro,Portugal,Viana do Castelo,Ceivães e Badim,Ceivães
-8.3082819,42.6247487,Ponte Andón,España,Pontevedra,Forcarei,A Cruz
-8.3313435,42.5987512,Ponte do Crego,España,Pontevedra,Forcarei,Dúas Igrexas
-8.3535361,42.5793299,Ponte Gomail,España,Pontevedra,Forcarei,Gaxín
-8.7624013,42.1139728,Acueducto do Bravo,España,Pontevedra,Gondomar,O Bravo
-8.4637105,42.2371166,Pontillón de A Poeira,España,Pontevedra,Mondariz,A Cela
-8.7893713,41.887641,Ponte de Vilar de Mouros,Portugal,Viana do Castelo,Caminha,Vilar de Mouros
-8.5018569,42.0375065,Puente de Pinheiros,Portugal,Viana do Castelo,Pinheiros,Piñeiros
-8.1676912,41.9942175,Ponte da Dorna,Portugal,Viana do Castelo,Castro Laboreiro e Lamas de Mouro,Dorna
-8.1640381,42.0031794,Ponte da Cavada Velha,Portugal,Viana do Castelo,Castro Laboreiro e Lamas de Mouro,Assureira
-8.1656286,42.0038212,Ponte da Assureira,Portugal,Viana do Castelo,Castro Laboreiro e Lamas de Mouro,Assureira
-8.1562945,42.0304461,Ponte Velha,Portugal,Viana do Castelo,Melgaço,Entorno rural
-8.0259418,42.7264608,Ponte dos Cabalos,España,Pontevedra,Agolada,Agolada
-8.2910138,42.183397,Ponte Taín,España,Pontevedra,A Caniza,A Cruz
-8.4167337,42.5904631,Puente de Vesacarballa,España,Pontevedra,A Estrada,Tomonde
-8.2032503,42.0445951,Puente Lamas de Mouro,Portugal,Viana do Castelo,Melgaço,Lugar de Cima
-8.2329282,42.1583971,Puente,España,Pontevedra,Crecente,Os Piñas
-8.4669145,42.7446822,Puente de Ximonde,España,A Coruña,Vedra,Entorno rural
-8.1191818,42.5123712,Ponte Irixo,España,Ourense,O Irixo,As Laxas
-8.8070123,42.0103562,Puente de Madera,España,Pontevedra,Oia,Bonaval
-7.8748164,43.7335478,Ponte da Area,España,A Coruña,Cariño,Cariño de Arriba
-7.6373203,43.0748321,Puente Colgante de Parada,España,Lugo,Outeiro de Rei,O Pazo
-8.3949318,42.2378531,Puente de Casteláns,España,Pontevedra,Covelo,O Coto
-8.4956994,42.1630467,Ponte do Cabalón,España,Pontevedra,Ponteareas,O Cabalón
-7.127425,42.3384322,Puente de Portomourisco,España,Ourense,Petín,Portomourisco
-6.9128699,42.4139163,Puente de Sobradelo,España,Ourense,Sobradelo,Sobradelo Vello
-8.4679703,42.2325783,Pasarela de As Amolares,España,Pontevedra,Mondariz,A Chaleira
-8.4536827,42.2378627,Pasarela de O Val,España,Pontevedra,Mondariz,O Perrazo
-8.3969416,42.2508557,Puente de Mera Dabaixo,España,Pontevedra,Covelo,Mera
-8.3873507,42.2453098,Puente de As Pereiras,España,Pontevedra,Covelo,As Pereiras
-8.3932221,42.2414517,Pasos de Casteláns,España,Pontevedra,Covelo,Campelo
-8.3685495,42.2346912,Ponte de Mangón,España,Pontevedra,Santiago de Covelo,O Carrizó
-8.3170949,42.28856,Ponte dos Cabaleiros,España,Pontevedra,Covelo,O Loureiro
-8.3265682,42.3243607,Puente de Eido González,España,Pontevedra,Covelo,O Eido Gonzalo
-8.2527087,43.0174367,Ponte Carreira,España,A Coruña,Ponte Carreira,A Ponte Vella
-8.1923209,42.2032943,Ponte de Barxelas,España,Ourense,Crecente,O Agro
-8.1580996,42.4433711,Pontella de Brués,España,Ourense,Boborás,A Teixeira
-8.1465476,42.4433099,Ponte Vella de Brués,España,Ourense,Boborás,A Ponte
-8.141225,42.3995715,Ponte do Santo Sapulcro ,España,Ourense,Boborás,Pazos de Arenteiro
-7.9971055,42.3695566,Pasos de Quintas,España,Ourense,A Forxa,As Quintás
-8.0447224,42.2120242,Ponte de Grixó,España,Ourense,Ramirás,Entorno rural
-8.6547061,42.7255226,Pontecesures,España,Pontevedra,Padrón,Pontecesures
-8.1184689,42.4049917,Ponte Cavadoso,España,Ourense,Boborás,Boborás
-8.3053868,42.7706084,Puente Sopena,España,Pontevedra,Vila de Cruces,Cernadela
-7.3420081,42.5103372,Puente de Barxa de Lor,España,Lugo,A Pobra do Brollón,A Ponte
-8.6212451,42.6076038,Ponte Romana De Segade,España,Pontevedra,Caldas de Reis,Segade de Arriba
-8.5384777,42.5239886,Puente del Maneses,España,Pontevedra,O Campo Lameiro,A Betarra
-8.110562,43.516235,Ponte Pielas,España,A Coruña,Narón,As Ánimas
-7.6797818,42.4127904,Ponte das Grades,España,Ourense,Nogueira de Ramuín,Santo Estevo de Ribas de Sil
-8.1850635,42.1877037,Puente de Chedeiro,España,Ourense,Crecente,Cima da Aldea
-8.7282158,42.0073407,Ponte Taborda,España,Pontevedra,Tomiño,O Pazo
-8.6924099,42.0211845,Puente de Sobrada,España,Pontevedra,Tomiño,A Lagoa
-8.8506741,42.8379044,Puente colgante del Tambre,España,A Coruña,Noia,O Vilar
