X,Y,Name,country,provincia,concello,LUGAR_E_PARROQUIA
-8.3533323,42.123381426168,Mirador de San Fins,España,Pontevedra,As Neves,A Aldea
-8.3178091,43.480717426168,Mirador del Monte Ventoso,España,A Coruña,Ferrol,O Confurco
-6.9988489,42.966140726168,Área recreativa del Navia,España,Lugo,A Proba,Barcia
-7.117939,42.643666626168,Mirador de Mostaz,España,Lugo,Folgoso do Courel,Millares
-7.3937827,42.457423326168,Mirador da Capela,España,Lugo,A Pobra do Brollón,Vilachá
-7.3902583,42.499934926168,Sobreira Milenaria de Santiorxo,España,Lugo,A Pobra do Brollón,Santiorxo
-7.3827374,42.631638126168,Cova das Choias,España,Lugo,A Pobra do Brollón,Óutara
-8.8507748,42.121893326168,Parque da Palma,España,Pontevedra,Baiona,A Anunciada
-7.78327777777781,42.4347222483902,Mirador de A Peroxa,España,Ourense,A Peroxa,As Barras
-8.6707127,42.195253426168,Parque do Pouso,España,Pontevedra,Vigo,O Pouso
-8.7388542,42.182690926168,Monte dos Pozos,España,Pontevedra,Vigo,A Pinguela
-8.7297106,42.213882126168,Parque de Castrelos,España,Pontevedra,Vigo,A Corredoura
-8.6954856,42.257936526168,Parque da Etea,España,Pontevedra,Vigo,Gondesende
-8.6917949,42.157216026168,Roteiro de Zamáns,España,Pontevedra,Vigo,Vilaverde
-8.6779869,42.183750826168,Parque Botánico Arco da Vella,España,Pontevedra,Vigo,San Cibrán
-8.6757016,42.195066626168,Parque do Chans Galleiro,España,Pontevedra,Vigo,As Chans
-8.6706993,42.206171826168,Mirador de Xestoso,España,Pontevedra,Vigo,Esparramáns
-8.4295768,42.969078926168,Coto Sigüeiro,España,A Coruña,Oroso,Entorno rural
-8.6266923,42.447068926168,Senda do Lérez,España,Pontevedra,Pontevedra,Os Campos
-8.6277866,42.410902426168,Mirador de San Cibrán,España,Pontevedra,Pontevedra,Lusquiños
-8.5552275,42.747429726168,O Xirimbao,España,Pontevedra,A Estrada,Maíndo
-8.827166,41.915730926168,Área Porto Vello,España,Pontevedra,O Rosal,O Porto Vello
-8.8906968,42.486292426168,Paseo de Punta Moreiras,España,Pontevedra,O Grove,Os Porros
-8.5994732,42.018250026168,Mirador de Santa Ana,Portugal,Viana do Castelo,Valencia de Miño,Real
-8.5966301,42.018321726168,Monte do Faro,Portugal,Viana do Castelo,Valencia de Miño,Real
-8.4869492,42.376680626168,Viveiro de Pazos,España,Pontevedra,Ponte Caldelas,Pazos
-7.49686,42.374493026168,Pasarelas del Río Mao,España,Ourense,Parada de Sil,San Lourenzo
-8.4638393,42.491964926168,Telescopio Monte Coirego,España,Pontevedra,Cerdedo Cotobade,O Cádavo
-8.3018607,42.313512626168,Carballeira do Rei,España,Pontevedra,Covelo,Cende
-7.5897932,42.390030026168,Mirador de Castro,España,Ourense,Parada de Sil,Castro
-7.5903296,42.391777226168,Mirador de Pena da Cividade,España,Ourense,Parada de Sil,Castro
-8.4762955,42.079177426168,Parque das Caldas,Portugal,Viana do Castelo,Monção e Troviscoso,Caldas
-8.3706808,42.610677426168,Telescopio de Forcarei,España,Pontevedra,Forcarei,A Carballeira
-8.3326364,42.569422426168,Área de Freixeira,España,Pontevedra,Forcarei,Vilar
-8.446133,43.377225926168,Mirador Ventana al Atlántico,España,A Coruña,La Coruña,O Portiño
-8.4379962,43.377500826168,Monte de San Pedro,España,A Coruña,La Coruña,Los Rosales
-8.4379452,43.364586326168,Parque de Bens,España,A Coruña,La Coruña,O Campanario
-8.1451913,42.615226726168,Área recreativa de Mouriscade,España,Pontevedra,Lalín,O Tarreo
-8.1111912,42.668774326168,Souto de García Sánchez,España,Pontevedra,Lalín,García Sánchez
-8.0935857,42.636921826168,Fraga de Catasós,España,Pontevedra,Lalín,Covás
-8.8432324,42.157705126168,Puntal da Serra,España,Pontevedra,Nigrán,Xermaña
-8.7338787,41.941586626168,Mirador del Espirito Santo,Portugal,Viana do Castelo,Vila Nova de Cerveira,Entorno rural
-8.7277416,41.947261926168,Mirador do Cervo,Portugal,Viana do Castelo,Vila Nova de Cerveira,Entorno rural
-8.2818065,43.008950026168,Area Recreativa Os Pasos,España,A Coruña,Frades,A Igrexa
-8.4542987,42.061682026168,Mirador da Pedra,Portugal,Viana do Castelo,Monção e Troviscoso,Troviscoso
-8.363379,42.386025026168,Carballeira de Prados,España,Pontevedra,A Lama,Grifa
-8.3785343,42.474502626168,Alto da Cruz do Seixo,España,Pontevedra,A Lama,A Perdiz
-8.2689071,42.121559126168,Senda do Miño,Portugal,Viana do Castelo,Melgaço,Entorno rural
-7.6623899,42.424482126168,Confluencia Cabe-Sil,España,Lugo,Pantón,A Estación
-8.8803005,42.422434926168,Punta Corveiro,España,Pontevedra,Sanxenxo,Maior
-8.8798285,42.415718426168,Punta Faxilda,España,Pontevedra,Sanxenxo,Maior
-8.2982317,42.107808426168,Senda Pescadores,España,Pontevedra,O Pazo,A Estación
-9.0112147,43.232195226168,Faro de Laxe,España,A Coruña,Laxe,A Agra
-9.0088843,43.219497126168,Mirador de Santa Rosa,España,A Coruña,Laxe,O Bieiteiro
-8.7495153,42.424497526168,Mirador de Samieira,España,Pontevedra,Raxó,Monte Bouza
-8.709476,42.459240126168,Bosque de Sequoias Poio,España,Pontevedra,Poio,A Escusa
-8.4257112,42.120697226168,Mirador de Ribadeira,España,Pontevedra,As Neves,A Ribadeira
-8.8993222,42.541949126168,Illote Areoso,España,Pontevedra,A Illa de Arousa,As Aceñas
-8.8179903,42.116739026168,Foz do Miñor,España,Pontevedra,Baiona,Ladeira
-8.5477865,42.095572026168,Área recreativa Cabreira,España,Pontevedra,Salvaterra de Miño,A Gabiñeira
-8.2052714,42.197261326168,Mirador de As Fichocas,España,Ourense,Crecente,O Pazo
-8.4293906,42.746666726168,Areal de Berres,España,A Coruña,A Estrada,A Ribeira
-8.4646668,42.745931026168,Coto de Ximonde,España,A Coruña,Vedra,Covelas
-7.6064965,43.717041026168,Punta do Fuciño do Porco,España,Lugo,O Vicedo,A Abrela
-8.3020963,42.105009626168,Mirador dos Frades,España,Pontevedra,O Pazo,O Torgán
-8.484808,42.181353026168,Penedo do Monxe,España,Pontevedra,Ponteareas,A Igrexa
-8.4854078,42.181671026168,Penedo da Caixa,España,Pontevedra,Ponteareas,A Igrexa
-8.5175724,42.113372126168,Piñeiro de Alxén,España,Pontevedra,Salvatierra de Miño,A Vesada
-8.6264196,42.437448026168,Carballo de Santa Margarida,España,Pontevedra,Pontevedra,Santa Margarida
-7.9725565,43.711920226168,Mirador y cruceiro de Teixedelo,España,A Coruña,Cedeira,Teixidelo
-8.0750678,43.660053926168,Mirador y Punta do Sarridal,España,A Coruña,Cedeira,Vilacacín
-8.0694995,43.663779526168,San Antón de Corveiro,España,A Coruña,Cedeira,Espasante
-8.9407351,42.463826026168,O Con Negro,España,Pontevedra,O Grove,A Granxa
