X,Y,Name,country,provincia,concello,LUGAR_E_PARROQUIA
-8.511964,42.1826015,Paseo de A Freixa,España,Pontevedra,Ponteareas,A Ponte dos Remedios
-9.049493,42.578051026168,Dunas de Corrubedo,España,A Coruña,Santa Uxía de Ribeira,Iñeiras
-7.99330201772477,42.386188451931,Ruta do Barbantiño,España,Ourense,A Forxa,O Viñao
-8.010695,43.037787026168,Lagoa de Sobrado,España,A Coruña,Sobrado,A Porcariza
-8.733538,42.051818026168,Miradoiro das Cachadas,España,Pontevedra,Tomiño,Cimadevila
-8.925707,42.451459026168,Paseo de Pedras Negras,España,Pontevedra,O Grove,Pedras Negras
-8.729031,42.058950026168,Monte Tetón,España,Pontevedra,Tomiño,Cimadevila
-8.880406,42.470231026168,A Siradella,España,Pontevedra,O Grove,San Vicente do Grove
-8.624976,42.161691026168,Paseo do Louro,España,Pontevedra,Porriño,A Relva
-8.909938,43.320560026168,Punta Nariga,España,A Coruña,Malpica de Bergantiños,Entorno rural
-7.895282,43.461469026168,Lago de As Pontes,España,A Coruña,As Pontes de García Rodríguez,Entorno rural
-8.831397,43.339145026168,Ermita de Cabo San Adrián,España,A Coruña,Malpica,Seaia
-8.601759,42.321133026168,Soutoxusto,España,Pontevedra,Redondela,Soutoxuste
-8.705687,42.389535026168,Parque de los Sentidos,España,Pontevedra,Marín,A Ponte Zapal
-8.634054,42.439984026168,Illa das Esculturas,España,Pontevedra,Pontevedra,O Burgo
-8.84710386741644,42.1253963690166,Paseo Monte Boi,España,Pontevedra,Baiona,A Anunciada
-8.63976,42.271387026168,Monte Mirallo - Cumbre,España,Pontevedra,Redondela,Trasmañó
-8.851514,42.123110026168,Paseo de Monte Boi,España,Pontevedra,Baiona,A Anunciada
-8.69206247582539,41.9970869770319,Ruta sin título,España,Pontevedra,Tomiño,A Arrotea
-8.689873,41.997222026168,Aula Río Furnia,España,Pontevedra,Tomiño,O Outeiro
-8.487676,42.315511026168,Fragas do Barragán,España,Pontevedra,Pazos de Borbén,As Lombas
-8.489899,42.413561026168,Mirador da Castrelada,España,Pontevedra,Ponte Caldelas,Entorno rural
-8.624458,42.345871026168,Paseo da Punta do Castelo,España,Pontevedra,O Toural,Paredes
-8.634014,42.352384026168,Marismas de Vilaboa,España,Pontevedra,O Toural,Paredes
-8.121109,42.368369026168,Parque Leiro,España,Ourense,Leiro,San Clodio
-8.631747,42.352192026168,Salinas de Ulló,España,Pontevedra,O Toural,Paredes
-8.62642960676181,42.348534181909,Paseo da Punta do Castelo,España,Pontevedra,O Toural,Paredes
-8.185499,42.368323026168,Monumento Natural Pena Corneira,España,Ourense,Carballeda de Avia,O Casal
-9.003596,42.560234026168,Parque de San Roque,España,A Coruña,Santa Uxía de Ribeira,Cruxeiras
-8.4527348,42.276514626168,Montes de Gargamala,España,Pontevedra,Mondariz,O Barro
-8.188312,43.618120026168,Punta Frouxeira,España,A Coruña,Valdoviño,Valdoviño
-8.179829,42.372126026168,Área Recreativa de Pena Corneira,España,Ourense,Leiro,Sa
-8.50419,42.312434026168,Coto de Eguas,España,Pontevedra,Pazos de Borbén,Fraga do Rei
-8.701091,42.135628026168,Pico do Galiñeiro,España,Pontevedra,Porriño,O Saramagal
-7.771368,43.738112026168,Acantilados de Loiba - Pena Furada,España,A Coruña,Ortigueira,O Loureiro
-9.078605,42.739191026168,Faro do Louro,España,A Coruña,Muros,Vieta
-8.571462,42.387069026168,Cristo Rei,España,Pontevedra,Ponte Caldelas,Baltar
-9.094642,42.751384026168,Lagoa de Xarfas,España,A Coruña,Muros,O Barreiro
-7.684164,43.786207026168,Estaca de Bares,España,A Coruña,Mañón,Faro de Estaca de Bares
-9.08153,42.742230026168,Monte Louro,España,A Coruña,Muros,Vieta
-8.094285,42.423520026168,Pena dos Namorados,España,Ourense,O Carballiño,A Alfándega
-8.206238,42.204734026168,Mirador de Guillade,España,Ourense,Crecente,A Carreira
-9.295981,43.053413026168,Cabo Touriñán,España,A Coruña,Muxía,Entorno rural
-9.124885,42.772500026168,Faro Lariño,España,A Coruña,Carnota,A Gándara
-8.869292,42.530227026168,Parque Natural do Carreirón,España,Pontevedra,A Illa de Arousa,Entorno rural
-8.773056,42.560762026168,Mirador do Faro das Lúas,España,Pontevedra,Vilanova de Arousa,Os Casás
-7.897394,42.621411026168,Monte do Faro,España,Lugo,Chantada,Entorno rural
-8.44653,42.807002026168,Pico Sacro,España,A Coruña,Boqueixón,Entorno rural
-8.114991,42.663520026168,Paseo do Río Pontiñas,España,Pontevedra,Lalín,García Sánchez
-7.471905,42.407662026168,Mirador de Souto Chao,España,Lugo,Sober,Doade
-8.899169,42.111261026168,Faro Vello de Cabo Silleiro,España,Pontevedra,Baiona,Entorno rural
-8.873259,42.253442026168,Cabo Home,España,Pontevedra,Cangas de Morrazo,Entorno rural
-8.35356,43.383091026168,Faro de Mera,España,A Coruña,Mera,O Xunqueiro
-8.314376,43.567550026168,Cabo Prior,España,A Coruña,Ferrol,A Fonte da Tella
-8.541484,42.136423026168,Fraga do Rei,España,Pontevedra,Ponteareas,Penela
-7.467656,42.412510026168,Penedo do Castelo,España,Lugo,Sober,Doade
-7.869706,43.771337026168,Cabo Ortegal,España,A Coruña,Cariño,San Xiao
-8.734152,42.170489026168,Monte Cepudo,España,Pontevedra,Vigo,Alba
-8.833694,42.339958026168,Cabo Udra,España,Pontevedra,Bueu,Entorno rural
-8.697116,42.260072026168,Playa de A Punta,España,Pontevedra,Vigo,Gondesende
-8.702738,42.258071026168,Paseo de A Guía,España,Pontevedra,Vigo,Fontáns
-8.702137,42.259556026168,Faro da Guía,España,Pontevedra,Vigo,Fontáns
-8.047155,43.710882026168,Punta Candieira,España,A Coruña,Cedeira,Punta Candieira
-7.436893,43.700365026168,Punta Atalaia,España,Lugo,Cervo,O Porto de Arriba
-8.89834,42.111316026168,Cabo Silleiro,España,Pontevedra,Baiona,Entorno rural
-8.257094,42.762296026168,Area recreativa A Carixa,España,Pontevedra,Vila de Cruces,Reboredo
-7.604686,42.373673026168,Mirador de Cabezoá,España,Ourense,Parada de Sil,Cerreda
-7.040793,42.709480026168,Alto do Cebreiro,España,Lugo,Piedrafita del Cebrero,O Cebreiro
-8.21963,43.277365026168,Parque do Pasatempo,España,A Coruña,Betanzos,A Condesa
-8.506023,42.079459026168,Parque da Canuda,España,Pontevedra,Salvatierra de Miño,Fontoura
-7.945971,43.723533026168,A Garita da Herbeira (611 m) Monte Herbeira,España,A Coruña,Cedeira,Teixidelo
-8.2734132,43.463230026168,Faro Baliza da Palma,España,A Coruña,Mugardos,A Redonda
-7.63833,42.361017026168,Mirador da Mallada Vella,España,Ourense,Parada de Sil,Cerreda
-7.564882,42.390545026168,Balcóns de Madrid,España,Ourense,Parada de Sil,Fondo de Vila
