id_uri,Name,lat,lon,concello,provincia,LUGAR_E_PARROQUIA,lon_gis,lat_gis,country,tipo_slug,pais,id_concello,id_provincia
monasterios-monasterio-de-caaveiro-43.4176--8.0684,Monasterio De Caaveiro,43.417567,-8.068359,A Capela,A Coruña,Entorno Rural,-8.068359,43.417567,España,monasterios,España,a-capela-a-coruna-espana,a-coruna
monasterios-monasterio-de-monfero-43.3404--8.0371,Monasterio De Monfero,43.340392,-8.037116,Rebordelo,A Coruña,Tineo,-8.037116,43.340392,España,monasterios,España,rebordelo-a-coruna-espana,a-coruna
monasterios-monasterio-de-santa-catalina-43.4506--8.2818,Monasterio De Santa Catalina,43.4506446,-8.281846,Ares,A Coruña,O Monte,-8.281846,43.4506446,España,monasterios,España,ares-a-coruna-espana,a-coruna
monasterios-monasterio-de-armenteira-42.4635--8.7419,Monasterio De Armenteira,42.463548,-8.741862,Meis,Pontevedra,Caroi,-8.741862,42.463548,España,monasterios,España,meis-pontevedra-espana,pontevedra
monasterios-san-xiao-de-moraime-43.0848--9.1996,San Xiao De Moraime,43.084827,-9.199604,Muxía,A Coruña,Moraime,-9.199604,43.084827,España,monasterios,España,muxia-a-coruna-espana,a-coruna
monasterios-monasterio-de-san-xoan-de-poio-42.4465--8.6854,Monasterio De San Xoan De Poio,42.44651,-8.68539,O Convento,Pontevedra,A Seara,-8.68539,42.44651,España,monasterios,España,o-convento-pontevedra-espana,pontevedra
monasterios-monasterio-de-sobrado-dos-monxes-43.0385--8.0223,Monasterio De Sobrado Dos Monxes,43.038511,-8.022276,Sobrado,A Coruña,As Casiñas,-8.022276,43.038511,España,monasterios,España,sobrado-a-coruna-espana,a-coruna
monasterios-monasterio-de-san-salvador-42.1518--7.9575,Monasterio De San Salvador,42.151803,-7.957467,Celanova,Ourense,As Lobeiras,-7.957467,42.151803,España,monasterios,España,celanova-ourense-espana,ourense
monasterios-monasterio-de-san-pedro-de-ramiras-42.1681--8.03,Monasterio De San Pedro De Ramirás,42.168102,-8.029988,O Picouto,Ourense,Pazos,-8.029988,42.168102,España,monasterios,España,o-picouto-ourense-espana,ourense
monasterios-monasterio-de-canedo-42.182--8.4921,Monasterio De Canedo,42.182033,-8.492059,Ponteareas,Pontevedra,Canedo,-8.492059,42.182033,España,monasterios,España,ponteareas-pontevedra-espana,pontevedra
monasterios-san-pedro-de-ansemil-42.7414--8.2682,San Pedro De Ansemil,42.741405,-8.268163,Silleda,Pontevedra,Ansemil,-8.268163,42.741405,España,monasterios,España,silleda-pontevedra-espana,pontevedra
monasterios-monasterio-de-santo-estevo-42.4173--7.6857,Monasterio De Santo Estevo,42.417341,-7.685656,Nogueira De Ramuín,Ourense,Entorno Rural,-7.685656,42.417341,España,monasterios,España,nogueira-de-ramuin-ourense-espana,ourense
monasterios-colegio-de-nosa-senora-da-antiga-42.5184--7.5168,Colegio De Nosa Señora Da Antiga,42.518407,-7.516755,Monforte De Lemos,Lugo,Carude,-7.516755,42.518407,España,monasterios,España,monforte-de-lemos-lugo-espana,lugo
monasterios-monasterio-de-san-paio-de-abeledo-42.3895--7.4486,Monasterio De San Paio De Abeledo,42.389543,-7.448646,O Castro De Caldelas,Ourense,Pousada De Abaixo,-7.448646,42.389543,España,monasterios,España,o-castro-de-caldelas-ourense-espana,ourense
monasterios-monasterio-de-san-vicente-do-pino-42.5238--7.5104,Monasterio De San Vicente Do Pino,42.523799,-7.510368,Monforte De Lemos,Lugo,Entorno Rural,-7.510368,42.523799,España,monasterios,España,monforte-de-lemos-lugo-espana,lugo
monasterios-convento-de-santa-clara-42.5233--7.5155,Convento De Santa Clara,42.523283,-7.515534,Monforte De Lemos,Lugo,Ramberde,-7.515534,42.523283,España,monasterios,España,monforte-de-lemos-lugo-espana,lugo
monasterios-monasterio-de-santa-cristina-42.3958--7.5883,Monasterio De Santa Cristina,42.39583,-7.588286,Parada De Sil,Ourense,Castro,-7.588286,42.39583,España,monasterios,España,parada-de-sil-ourense-espana,ourense
monasterios-monasterio-de-santa-maria-de-melon-42.2556--8.2164,Monasterio De Santa María De Melón,42.255622,-8.21643,Melón,Ourense,A Costa Do Cuco,-8.21643,42.255622,España,monasterios,España,melon-ourense-espana,ourense
monasterios-monasterio-de-trandeiras-42.102--7.6595,Monasterio De Trandeiras,42.102049,-7.659549,Sarreaus,Ourense,Trandeiras,-7.659549,42.102049,España,monasterios,España,sarreaus-ourense-espana,ourense
monasterios-monasterio-de-samos-42.7322--7.326,Monasterio De Samos,42.732174,-7.326046,Samos,Lugo,O Outeiro,-7.326046,42.732174,España,monasterios,España,samos-lugo-espana,lugo
